,customerNo,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,order
23622,8725,17986,0,6,8167992.0,5,9.99,14.99,59.95,1,9.99,9.99,9.99,1,1,6,900,512,110,20,64,2,17,n
23623,8726,17987,0,6,3224127.0,61,6.0,55.0,837.41,7,7.99,17.99,75.96,5,1,2,3100,560,173,12,52,1,11,y
23624,8727,17988,0,6,2159942.0,51,7.99,54.95,900.37,9,8.99,35.99,154.91,?,1,2,4000,614,120,3,84,2,12,y
23625,8728,17991,0,6,2793.3,50,3.0,59.99,626.67,4,9.99,14.99,54.96,5,1,2,600,566,103,2,45,1,18,y
23626,8729,41826,12,7,480.47,9,19.99,29.99,158.93,2,19.99,22.99,42.98,1,1,2,7500,520,219,49,43,2,20,n
23627,873,1788,9,5,527218.0,15,12.9,39.95,365.33,2,19.99,39.95,59.94,5,1,2,400,70,84,0,27,1,674,y
23628,8730,18004,0,6,7326.0,3,69.95,69.95,209.85,1,69.95,69.95,69.95,?,?,?,800,389,10,3,21,2,62,n
23629,8731,18006,0,6,829862.0,13,54.99,69.99,569.91,2,64.99,64.99,129.98,1,1,2,200,477,223,12,52,2,17,n
23630,8732,18010,0,6,62942.0,3,99.99,99.99,299.97,1,99.99,99.99,99.99,?,?,?,2400,524,56,15,52,2,32,n
23631,8733,18011,0,6,10059.74,65,7.0,64.99,1843.39,14,9.99,64.99,347.87,5,0,2,500,439,4,3,22,1,87,y
23632,8734,18014,0,6,1901473.0,23,14.99,15.95,173.53,4,14.99,15.95,62.84,3,1,2,1400,484,221,10,39,2,136,n
23633,8735,18019,0,6,673845.0,5,39.99,39.99,119.97,1,39.99,39.99,39.99,1,1,2,5000,418,59,26,27,2,12,n
23634,8736,18020,0,6,1130076.0,6,199.99,229.99,859.96,1,229.99,229.99,229.99,5,1,2,3400,511,96,5,50,1,113,y
23635,8737,18021,0,6,625235.0,6,399.99,399.99,1199.97,1,399.99,399.99,399.99,1,1,2,2700,489,40,20,32,1,75,n
23636,8738,18023,0,6,507569.0,2,39.99,39.99,39.99,1,39.99,39.99,39.99,?,1,2,600,70,8,1,42,1,255,y
23637,8739,18025,0,6,213.85,12,14.99,69.99,445.88,12,14.99,69.99,445.88,5,1,2,3000,563,204,4,32,2,18,y
23638,874,1789,9,5,341352.0,16,19.99,399.99,619.93,3,19.99,49.99,109.97,5,1,2,300,370,0,0,19,1,25,y
23639,8740,18026,0,6,5276348.0,54,3.0,57.85,648.56,1,55.0,55.0,55.0,?,1,2,4000,504,158,2,40,2,51,y
23640,8741,18028,0,6,1149688.0,19,7.0,19.99,172.64,3,9.95,14.95,34.85,1,1,2,600,517,12,3,29,2,26,n
23641,8742,18029,0,6,1681444.0,41,6.99,99.99,1390.59,2,19.99,29.99,49.98,?,1,2,2500,481,82,11,55,1,60,y
23642,8743,18030,0,6,388416.0,11,0.0,59.99,276.91,3,0.0,49.99,55.98,?,1,2,600,497,15,10,51,1,12,y
23643,8744,18033,0,6,2271234.0,200,4.99,59.95,4722.94,29,9.99,59.95,950.23,?,?,?,6000,543,262,11,48,2,10,y
23644,8745,18035,0,6,156365.0,7,17.95,59.95,377.65,2,59.95,59.95,119.9,?,?,?,600,503,59,2,45,2,189,n
23645,8746,18039,0,6,2739493.0,63,8.99,154.95,2636.25,6,17.99,39.9,187.58,?,?,?,3000,498,68,18,44,1,226,n
23646,8747,18044,0,6,2077561.0,64,7.0,59.99,587.64,6,7.99,19.99,78.94,?,1,2,1600,489,23,8,30,1,191,y
23647,8748,18045,0,6,386245.0,14,99.99,199.99,2297.88,1,149.99,149.99,149.99,?,?,?,500,447,68,17,23,1,107,n
23648,8749,23723,13,6,655446.0,12,119.99,599.99,3295.94,2,119.99,399.0,518.99,?,1,2,5000,579,353,10,68,2,12,y
23649,875,1792,9,5,687708.0,14,7.99,99.99,331.92,3,7.99,99.99,125.97,5,1,2,1500,514,361,7,56,2,38,y
23650,8750,18054,0,6,968268.0,10,12.0,12.0,120.0,2,12.0,12.0,24.0,?,1,2,700,501,92,4,48,2,50,y
23651,8751,18056,0,6,1015546.0,16,7.0,49.99,372.89,3,9.99,49.99,89.97,?,1,2,1300,529,26,7,46,2,12,y
23652,8752,18057,0,6,8821.0,2,10.99,10.99,21.98,1,10.99,10.99,10.99,?,?,?,600,501,11,6,39,2,30,n
23653,8753,18058,0,6,3154444.0,8,1599.99,2799.99,15599.92,2,1799.99,1999.99,3799.98,?,1,2,1900,558,137,6,56,2,161,y
23654,8754,18059,0,6,159659.0,14,10.0,10.0,140.0,1,10.0,10.0,10.0,?,?,?,4000,572,121,5,52,1,247,n
23655,8755,18062,0,6,235284.0,27,0.99,10.0,166.94,4,0.99,5.0,11.97,5,1,2,500,546,1,1,35,1,10,y
23656,8756,18064,0,6,738254.0,7,179.0,299.0,1455.98,3,179.0,299.0,727.99,?,?,?,600,456,39,17,58,1,12,n
23657,8757,41334,12,7,6663669.0,47,0.0,299.99,3318.86,8,0.0,299.99,663.97,5,1,2,3000,515,191,11,48,2,19,y
23658,8758,42076,12,7,1007328.0,8,399.99,399.99,1999.95,1,399.99,399.99,399.99,5,1,2,2500,498,208,8,51,2,170,y
23659,8759,18073,0,6,1278636.0,17,499.99,799.99,11249.83,1,699.99,699.99,699.99,?,1,2,600,493,258,3,43,2,12,y
23660,876,1793,9,5,1180.51,54,1.0,5.0,218.0,4,1.0,5.0,16.0,?,?,?,2900,536,135,42,33,2,14,n
23661,8760,18076,0,6,2015346.0,25,24.99,69.99,655.81,6,24.99,62.99,237.94,?,1,2,500,430,220,0,30,2,84,y
23662,8761,18081,0,6,287455.0,7,5.99,6.99,43.93,2,5.99,6.99,12.98,?,?,?,2500,522,220,3,52,2,20,n
23663,8762,18084,0,6,2094117.0,82,3.99,59.99,1573.25,12,3.99,29.99,202.38,5,1,2,12100,515,170,14,46,2,17,y
23664,8763,18091,0,6,612744.0,6,44.99,44.99,89.98,1,44.99,44.99,44.99,?,1,2,600,489,9,16,36,1,12,y
23665,8764,18103,0,6,1101.63,37,1.95,39.99,299.41,9,1.95,39.99,131.74,?,1,2,900,548,17,13,28,2,114,y
23666,8765,39074,10,7,9656956.0,32,0.0,99.99,873.86,13,0.0,79.99,393.94,?,?,?,6000,481,317,26,57,2,5,n
23667,8766,18114,0,6,288775.0,6,5.99,69.99,214.94,1,59.99,59.99,59.99,1,1,?,1200,598,23,1,41,1,198,n
23668,8767,18116,0,6,1497076.0,1,49.99,49.99,49.99,1,49.99,49.99,49.99,?,1,2,3000,514,60,13,54,2,15,y
23669,8768,18126,1,6,49455.0,2,19.99,19.99,39.98,1,19.99,19.99,19.99,5,1,2,600,395,23,31,43,1,10,y
23670,8769,18127,1,6,3343725.0,118,3.99,79.99,2427.0,0,?,?,?,?,1,2,2500,453,67,13,26,1,26,n
23671,877,1795,9,5,1673335.0,40,3.99,59.99,686.68,11,3.99,59.99,214.91,5,1,2,5000,464,38,26,32,1,28,y
23672,8770,18132,1,6,5547829.0,41,7.99,39.99,828.68,4,14.99,39.99,85.96,?,1,2,300,427,7,3,32,1,244,y
23673,8771,18134,1,6,519312.0,3,79.99,99.99,279.97,1,99.99,99.99,99.99,1,1,2,600,459,12,9,33,2,12,n
23674,8772,18142,1,6,7367673.0,145,3.0,59.99,1919.38,9,5.0,20.0,131.97,?,?,?,2700,518,129,11,47,2,11,n
23675,8773,18145,1,6,1908697.0,58,7.0,45.0,929.0,2,10.0,45.0,55.0,?,?,?,800,503,265,11,45,1,35,n
23676,8774,18149,1,6,570655.0,5,89.95,269.99,958.92,0,?,?,?,?,1,2,800,488,14,9,40,1,101,n
23677,8775,18155,1,6,90302.0,3,69.99,69.99,139.98,1,69.99,69.99,69.99,3,1,2,4000,551,191,15,51,2,15,n
23678,8776,18160,1,6,602419.0,18,19.99,27.99,326.86,3,19.99,27.99,70.97,?,1,2,900,566,139,8,64,1,138,y
23679,8777,18162,1,6,6257762.0,34,14.99,110.0,1708.85,7,15.5,89.95,330.7,1,0,2,300,360,1,1,21,2,32,n
23680,8778,18164,1,6,3249948.0,28,9.99,54.99,553.62,9,11.9,54.99,251.82,?,1,2,1000,558,195,10,48,1,14,y
23681,8779,18168,1,6,666776.0,19,9.99,19.95,341.09,1,19.95,19.95,19.95,?,1,2,600,70,13,0,35,2,428,n
23682,878,1796,9,5,872045.0,2,39.99,39.99,79.98,1,39.99,39.99,39.99,2,1,2,2300,602,321,8,57,2,19,n
23683,8780,18175,1,6,86702.0,5,19.99,24.99,64.97,1,19.99,19.99,19.99,?,?,?,600,499,183,5,47,2,42,n
23684,8781,18182,1,6,108779.0,2,79.0,79.0,158.0,1,79.0,79.0,79.0,?,1,2,600,468,75,16,51,1,152,y
23685,8782,26057,15,6,953404.0,17,3.99,39.99,343.83,6,3.99,39.99,115.94,?,1,2,4300,548,331,8,66,1,31,y
23686,8783,18186,1,6,11622.0,2,15.99,15.99,31.98,1,15.99,15.99,15.99,?,?,?,2500,492,167,37,31,2,47,n
23687,8784,18195,1,6,1032.22,31,22.99,62.99,1075.46,3,22.99,34.99,80.97,5,1,2,4000,491,306,20,52,1,56,y
23688,8785,18203,1,6,38923.0,2,10.99,10.99,21.98,1,10.99,10.99,10.99,?,?,?,800,456,23,3,24,1,11,n
23689,8786,18213,1,6,4683535.0,26,5.99,1199.99,2075.71,2,24.99,29.99,54.98,?,1,2,600,581,91,7,50,2,91,y
23690,8787,18226,1,6,307402.0,10,3.99,17.99,129.9,3,3.99,17.99,28.97,?,?,?,1400,568,134,9,51,2,10,n
23691,8788,18234,1,6,469422.0,7,19.99,39.99,99.97,1,39.99,39.99,39.99,5,1,2,1900,521,68,77,43,1,38,y
23692,8789,18235,1,6,639235.0,7,10.0,89.99,389.96,2,10.0,89.99,99.99,?,1,2,300,471,292,7,46,2,156,y
23693,879,1801,9,5,1159595.0,9,9.99,54.99,214.92,7,9.99,54.99,174.93,?,1,2,600,586,116,1,29,2,80,y
23694,8790,18237,1,6,763631.0,5,39.99,598.0,777.96,1,39.99,39.99,39.99,?,?,?,700,431,69,11,48,1,10,n
23695,8791,42437,13,7,942421.0,14,9.99,12.99,72.93,1,9.99,9.99,9.99,?,1,2,900,473,22,23,22,2,38,y
23696,8792,18241,1,6,51821.0,2,79.99,79.99,159.98,1,79.99,79.99,79.99,?,?,?,1300,543,327,10,43,2,39,n
23697,8793,18243,1,6,1116556.0,26,3.99,139.99,428.75,5,3.99,139.99,166.95,?,1,2,2500,533,93,16,54,1,56,y
23698,8794,18256,1,6,616.07,11,64.99,79.99,579.92,1,79.99,79.99,79.99,?,1,2,600,613,19,6,37,1,25,n
23699,8795,18257,1,6,425656.0,8,29.99,34.99,259.92,2,29.99,34.99,64.98,?,1,2,600,558,39,1,47,1,142,n
23700,8796,28973,17,6,1813457.0,1,1499.99,1499.99,1499.99,1,1499.99,1499.99,1499.99,5,1,2,300,484,206,13,47,1,363,y
23701,8797,18754,6,6,5998899.0,26,15.95,129.95,1366.7,5,15.95,99.95,245.75,?,1,2,800,437,5,7,45,2,6,y
23702,8798,18285,2,6,541462.0,11,45.0,79.9,674.0,2,59.9,59.9,119.8,5,1,2,300,527,6,3,27,1,20,y
23703,8799,18289,2,6,490595.0,5,45.0,199.99,444.98,1,199.99,199.99,199.99,1,0,2,4000,541,146,26,41,2,28,n
23704,88,220,7,5,119054.0,2,13.9,13.9,27.8,1,13.9,13.9,13.9,1,1,2,600,521,26,10,31,1,18,n
23705,880,1802,9,5,1139792.0,23,7.99,49.99,255.8,2,29.95,49.99,79.94,?,1,2,1500,530,157,5,40,2,69,y
23706,8800,18299,2,6,23341.0,1,59.99,59.99,59.99,1,59.99,59.99,59.99,1,1,?,2500,469,101,0,26,2,38,n
23707,8801,18321,2,6,906556.0,4,19.99,30.0,94.97,1,19.99,19.99,19.99,4,1,2,300,480,90,13,50,1,134,n
23708,8802,18326,2,6,947033.0,15,19.99,139.99,779.88,2,19.99,69.99,89.98,?,?,?,300,525,341,15,28,1,21,n
23709,8803,18340,2,6,1254192.0,28,1.0,109.99,1681.77,3,7.0,109.99,201.98,?,?,?,600,70,26,0,21,1,18,n
23710,8804,18342,2,6,768341.0,21,17.99,44.99,533.0,2,23.99,29.99,53.98,5,0,2,600,541,130,3,44,1,217,y
23711,8805,22131,12,6,1305.36,17,9.99,39.99,267.21,5,9.99,39.99,94.29,?,?,?,1200,538,37,31,35,2,5,n
23712,8806,18348,2,6,1885403.0,20,0.99,39.99,132.88,4,7.5,39.99,94.98,5,1,2,600,557,36,4,39,1,77,y
23713,8807,18359,2,6,818764.0,3,8.39,8.39,25.17,1,8.39,8.39,8.39,5,0,2,900,70,84,4,56,2,375,y
23714,8808,18366,2,6,3893811.0,27,19.99,199.99,1480.82,3,24.99,179.99,239.97,?,1,2,4000,596,42,3,51,1,130,y
23715,8809,18528,4,6,20971.0,3,59.99,59.99,179.97,1,59.99,59.99,59.99,1,1,1,600,523,37,1,39,2,355,n
23716,881,1807,9,5,2861677.0,59,1.0,59.99,1401.42,6,1.0,49.99,173.95,?,1,2,4000,530,50,10,37,2,87,y
23717,8810,18386,3,6,0.0,3,16.0,34.99,66.99,3,16.0,34.99,66.99,?,?,?,5500,512,220,25,49,1,59,n
23718,8811,49192,18,7,3636439.0,90,4.99,29.99,1352.48,10,4.99,29.99,139.95,?,1,2,2400,471,44,15,41,2,6,y
23719,8812,18402,3,6,3333304.0,17,8.99,59.99,415.84,1,29.99,29.99,29.99,3,1,2,900,577,83,6,49,2,93,n
23720,8813,18422,3,6,2353516.0,83,3.0,14.99,374.78,4,3.0,5.0,15.98,5,1,2,100,475,0,4,51,1,23,y
23721,8814,18430,3,6,1552504.0,3,39.99,149.99,289.97,1,39.99,39.99,39.99,1,1,2,600,434,242,3,42,1,39,n
23722,8815,18431,3,6,1315536.0,36,9.0,75.0,795.14,4,9.99,19.99,55.46,5,1,2,4000,542,226,2,40,2,64,y
23723,8816,18446,3,6,201881.0,3,99.99,139.99,339.97,1,99.99,99.99,99.99,?,1,2,800,567,212,1,55,2,86,y
23724,8817,18462,4,6,2170686.0,62,4.99,24.99,895.56,9,9.99,24.99,159.94,?,1,2,300,614,5,3,42,2,187,y
23725,8818,18469,4,6,1535416.0,32,29.99,79.95,1739.4,4,39.99,79.95,219.92,?,?,?,500,558,11,2,60,1,79,n
23726,8819,18471,4,6,404241.0,6,33.99,99.99,418.94,1,99.99,99.99,99.99,5,1,2,500,393,2,5,40,1,28,y
23727,882,1809,9,5,2846199.0,72,4.99,299.99,3279.81,15,4.99,299.99,755.64,?,1,2,?,?,?,0,39,2,12,y
23728,8820,18473,4,6,232801.0,4,99.99,99.99,399.96,1,99.99,99.99,99.99,5,1,2,3000,596,370,15,69,1,18,y
23729,8821,18478,4,6,408539.0,8,39.99,59.99,239.95,2,39.99,59.99,99.98,1,1,2,?,?,?,0,53,1,12,n
23730,8822,18488,4,6,368716.0,4,89.99,99.99,389.96,1,99.99,99.99,99.99,5,1,2,4000,553,285,7,70,1,16,y
23731,8823,18492,4,6,1663837.0,66,3.0,59.99,537.93,2,3.0,10.0,13.0,1,1,2,1000,416,222,17,41,2,17,n
23732,8824,18520,4,6,0.0,1,59.99,59.99,59.99,1,59.99,59.99,59.99,?,?,?,600,415,228,6,38,2,25,n
23733,8825,18522,4,6,1638617.0,29,19.99,120.0,1719.4,2,19.99,84.99,104.98,5,1,2,800,457,21,14,31,2,12,y
23734,8826,18525,4,6,1758139.0,8,1499.0,1499.0,2998.0,1,1499.0,1499.0,1499.0,5,1,2,300,414,0,0,50,1,37,y
23735,8827,18526,4,6,828905.0,23,3.99,199.99,740.79,3,3.99,14.99,33.97,5,1,2,600,466,21,13,40,2,35,y
23736,8828,18532,4,6,85691.0,3,19.99,19.99,59.97,1,19.99,19.99,19.99,?,1,2,300,471,0,0,23,2,27,y
23737,8829,18535,4,6,86022.0,3,39.99,99.99,179.97,2,39.99,39.99,79.98,5,1,2,7500,523,347,35,61,1,18,y
23738,883,1813,9,5,3569729.0,196,3.0,46.0,4076.67,21,3.0,39.99,432.81,?,?,?,4000,570,121,10,33,2,104,y
23739,8830,18539,4,6,1608713.0,26,4.99,12.99,210.74,4,4.99,9.99,31.96,?,1,2,800,528,26,11,37,1,110,y
23740,8831,18549,5,6,258685.0,3,29.99,29.99,59.98,1,29.99,29.99,29.99,?,1,2,500,415,0,0,46,1,21,n
23741,8832,36762,7,7,207811.0,19,7.99,29.99,425.81,1,24.99,24.99,24.99,?,?,?,1600,453,38,17,27,1,11,n
23742,8833,18562,5,6,977158.0,10,9.95,59.99,94.88,1,9.95,9.95,9.95,1,1,2,300,474,1,1,36,1,42,n
23743,8834,18566,5,6,296482.0,3,12.99,299.99,582.97,3,12.99,299.99,582.97,1,1,?,1200,477,48,7,40,2,123,n
23744,8835,18572,5,6,1052.3,36,599.0,799.0,13181.0,4,599.0,799.0,2796.0,1,1,?,800,461,38,2,36,1,47,n
23745,8836,37194,8,7,20105.74,90,7.99,129.99,2467.63,14,8.39,129.99,576.14,4,1,2,1200,521,23,30,35,2,9,y
23746,8837,18575,5,6,72589.0,2,19.99,39.99,59.98,2,19.99,39.99,59.98,5,1,2,4000,531,268,9,45,2,23,y
23747,8838,18589,5,6,56956.0,3,24.99,24.99,49.98,1,24.99,24.99,24.99,4,1,2,300,451,7,5,21,1,172,n
23748,8839,18592,5,6,1602.16,6,7.49,49.99,134.94,3,7.49,49.99,67.47,?,1,2,4000,525,220,8,51,2,18,y
23749,884,1814,9,5,1695557.0,34,3.99,10.0,305.76,7,5.99,10.0,64.95,?,?,?,12000,540,151,19,48,2,67,n
23750,8840,18593,5,6,433124.0,14,29.99,34.99,454.86,2,29.99,34.99,64.98,?,?,?,2500,495,76,9,53,2,48,n
23751,8841,18606,5,6,563727.0,30,12.99,24.99,475.19,9,12.99,24.99,154.41,5,1,2,3000,582,221,30,39,2,19,y
23752,8842,18618,5,6,316064.0,3,32.99,32.99,65.98,1,32.99,32.99,32.99,5,1,2,2700,466,250,12,44,2,19,y
23753,8843,18630,5,6,458834.0,3,699.0,1199.0,3097.0,1,1199.0,1199.0,1199.0,3,1,2,300,460,224,13,48,2,23,n
23754,8844,18631,5,6,1262754.0,14,14.99,59.99,604.83,2,14.99,59.99,74.98,?,?,?,200,462,68,6,37,2,25,n
23755,8845,18635,5,6,1002204.0,10,9.99,39.99,267.9,3,9.99,39.99,89.97,2,1,2,?,?,?,0,45,2,19,n
23756,8846,18652,5,6,4169.0,2,249.99,249.99,499.98,1,249.99,249.99,249.99,?,?,?,300,414,0,0,29,2,22,n
23757,8847,18653,5,6,244851.0,11,14.99,14.99,44.97,1,14.99,14.99,14.99,?,?,?,3000,488,83,12,45,1,45,n
23758,8848,18654,5,6,737343.0,9,449.99,499.99,3849.92,4,449.99,499.99,1899.96,5,1,2,300,501,89,1,30,2,13,y
23759,8849,18656,5,6,1734541.0,22,12.99,65.99,466.81,5,12.99,19.99,82.95,?,1,2,800,506,54,11,26,2,382,y
23760,885,1817,9,5,146422.0,9,3.99,19.99,107.91,9,3.99,19.99,107.91,5,1,2,3600,532,304,35,44,2,13,y
23761,8850,18660,5,6,115155.0,2,99.99,99.99,199.98,1,99.99,99.99,99.99,5,1,2,2500,613,359,17,59,1,76,n
23762,8851,18662,5,6,778244.0,32,1.0,7.0,108.0,3,3.0,5.0,11.0,?,?,?,300,614,4,2,46,1,12,n
23763,8852,18663,5,6,558.5,21,8.99,19.99,206.87,4,8.99,19.99,58.96,5,1,2,2500,533,158,10,41,2,12,y
23764,8853,18666,5,6,143974.0,5,19.99,19.99,79.96,1,19.99,19.99,19.99,1,1,2,4000,577,96,3,44,2,17,n
23765,8854,18667,5,6,895083.0,16,1199.99,1998.99,23891.86,1,1998.99,1998.99,1998.99,1,1,2,300,558,69,2,60,1,70,n
23766,8855,18670,5,6,109308.0,3,29.99,29.99,89.97,1,29.99,29.99,29.99,5,1,2,3000,491,140,24,59,2,24,y
23767,8856,18680,5,6,166.42,4,5.99,19.99,55.97,4,5.99,19.99,55.97,5,1,2,8500,591,362,35,62,2,11,y
23768,8857,18695,6,6,1692389.0,37,7.99,54.99,816.63,12,8.99,54.99,213.88,?,1,2,4000,597,43,16,44,1,74,y
23769,8858,18700,6,6,180866.0,6,9.99,9.99,29.97,1,9.99,9.99,9.99,5,1,2,2600,511,148,5,36,2,68,y
23770,8859,18702,6,6,247372.0,7,22.99,69.99,348.93,1,69.99,69.99,69.99,?,1,2,3000,528,48,17,39,2,15,y
23771,886,1818,9,5,2367057.0,10,5.99,34.99,214.9,9,5.99,34.99,184.91,?,1,2,4000,578,42,2,34,2,161,y
23772,8860,18706,6,6,378725.0,12,29.99,44.99,449.88,1,39.99,39.99,39.99,?,1,2,2600,532,439,16,58,2,7,y
23773,8861,18708,6,6,56786.0,7,69.95,69.95,139.9,1,69.95,69.95,69.95,?,?,?,4000,540,266,25,57,2,33,n
23774,8862,18713,6,6,347887.0,8,9.99,37.99,147.92,2,9.99,19.99,29.98,5,1,2,100,70,42,0,54,2,480,y
23775,8863,18714,6,6,114147.0,2,59.95,59.95,119.9,1,59.95,59.95,59.95,?,1,2,800,504,348,13,55,1,8,y
23776,8864,18719,6,6,819125.0,6,299.99,399.99,2299.94,1,399.99,399.99,399.99,4,1,2,2600,499,200,8,40,1,52,n
23777,8865,18725,6,6,648723.0,17,9.99,59.95,423.7,4,9.99,29.99,64.97,?,?,?,4000,557,369,6,26,1,68,n
23778,8866,18728,6,6,232597.0,6,19.99,48.99,203.94,1,19.99,19.99,19.99,?,1,2,1800,491,27,13,26,1,138,y
23779,8867,18729,6,6,2368449.0,172,1.0,69.99,2550.96,6,7.0,19.99,67.96,?,1,2,1800,569,131,3,34,2,27,y
23780,8868,18730,6,6,202014.0,24,4.99,74.99,544.76,1,11.99,11.99,11.99,?,?,?,600,469,14,23,50,1,80,n
23781,8869,18731,6,6,1246551.0,24,9.99,299.99,2359.82,6,9.99,299.99,474.94,1,1,2,5000,526,253,10,44,2,86,n
23782,887,1820,9,5,660255.0,12,19.99,119.99,519.94,2,19.99,119.99,139.98,1,1,2,500,432,2,2,40,1,40,y
23783,8870,18733,6,6,334433.0,7,49.99,69.99,259.96,1,69.99,69.99,69.99,5,1,2,3000,530,118,7,40,2,33,y
23784,8871,18734,6,6,1050321.0,16,15.0,229.99,806.71,2,35.99,79.99,115.98,5,1,2,4000,503,220,10,50,2,31,y
23785,8872,18738,6,6,802163.0,36,6.0,20.0,420.84,7,6.0,20.0,103.96,?,?,?,3100,478,115,35,35,2,38,n
23786,8873,18742,6,6,2266536.0,53,3.0,22.99,429.12,6,3.0,21.99,48.99,5,1,2,3000,512,169,17,54,2,12,y
23787,8874,18746,6,6,1069546.0,13,2199.99,3499.99,36499.87,2,2699.99,3499.99,6199.98,2,1,2,500,514,2,1,32,2,10,n
23788,8875,19023,7,6,157.76,5,34.99,39.99,189.95,1,39.99,39.99,39.99,?,1,2,4000,520,342,15,52,2,36,y
23789,8876,18748,6,6,258753.0,12,3.99,6.99,72.88,1,5.99,5.99,5.99,1,1,?,1800,521,104,21,47,2,20,n
23790,8877,18750,6,6,778679.0,17,14.99,49.99,488.71,6,14.99,49.99,167.9,?,1,2,600,470,14,15,46,2,29,y
23791,8878,18755,6,6,23616.0,1,9.99,9.99,9.99,1,9.99,9.99,9.99,?,1,2,2200,517,73,24,31,1,89,y
23792,8879,19082,7,6,1122138.0,34,12.99,39.95,747.52,7,14.99,29.95,135.9,?,1,2,600,506,11,8,35,2,9,y
23793,888,1823,9,5,5804568.0,21,10.92,44.99,280.66,3,10.92,39.99,80.9,5,1,2,10000,518,248,91,59,1,10,y
23794,8880,18761,6,6,312.77,3,179.99,179.99,359.98,1,179.99,179.99,179.99,?,1,2,4000,501,104,8,34,2,62,y
23795,8881,18763,6,6,371361.0,2,29.99,29.99,59.98,1,29.99,29.99,29.99,?,1,2,4000,519,122,19,52,1,40,y
23796,8882,18767,6,6,3653581.0,27,3.99,45.95,703.65,4,3.99,19.99,47.96,1,1,2,2500,525,355,8,50,2,25,n
23797,8883,18768,6,6,428542.0,6,9.99,19.99,52.96,6,9.99,19.99,52.96,?,?,?,300,70,10,0,50,2,313,n
23798,8884,18769,6,6,325672.0,18,13.99,19.99,284.91,1,14.99,14.99,14.99,5,1,2,2000,535,120,21,34,2,8,y
23799,8885,21428,11,6,85433.0,2,29.9,29.9,59.8,2,29.9,29.9,59.8,1,1,?,4000,516,143,14,37,2,10,n
23800,8886,18777,6,6,9934079.0,38,9.99,459.99,1335.66,10,9.99,29.99,209.9,?,1,2,200,547,50,1,53,2,5,y
23801,8887,18778,6,6,578183.0,11,29.99,29.99,329.89,2,29.99,29.99,59.98,?,1,2,700,433,157,3,54,1,73,y
23802,8888,18779,6,6,191222.0,8,9.9,34.9,205.2,1,34.9,34.9,34.9,?,?,?,300,472,8,7,28,2,44,n
23803,8889,18780,6,6,78868.0,4,59.99,79.99,219.97,1,79.99,79.99,79.99,?,1,2,300,438,48,31,48,2,30,y
23804,889,1828,9,5,767168.0,11,69.99,99.99,409.95,1,79.99,79.99,79.99,?,1,2,4000,70,110,0,52,1,338,y
23805,8890,18786,6,6,431038.0,8,29.99,199.99,699.92,3,49.99,199.99,309.97,1,1,2,2900,479,215,25,42,2,3,n
23806,8891,18787,6,6,2452211.0,38,12.99,49.99,813.13,7,12.99,39.99,130.75,1,1,2,4000,583,154,3,50,1,148,n
23807,8892,18789,6,6,112499.0,2,12.99,12.99,12.99,2,12.99,12.99,12.99,1,1,2,900,533,199,9,38,2,38,n
23808,8893,18794,6,6,3450064.0,69,7.99,139.95,1507.74,4,18.99,29.99,88.96,?,1,2,4000,592,192,5,39,2,164,y
23809,8894,18795,6,6,483798.0,12,29.95,199.99,1039.71,3,29.95,199.99,289.89,1,1,2,900,509,145,20,48,2,8,n
23810,8895,18802,7,6,106487.0,1,399.99,399.99,399.99,1,399.99,399.99,399.99,1,1,?,?,?,?,0,36,1,5,n
23811,8896,18803,7,6,94798.0,3,22.99,22.99,68.97,1,22.99,22.99,22.99,2,1,2,300,577,3,1,29,2,109,n
23812,8897,18807,7,6,769638.0,15,14.99,39.99,194.92,4,14.99,39.99,69.97,?,1,2,600,588,221,10,31,2,13,y
23813,8898,18808,7,6,1672137.0,15,1.0,279.99,1772.92,1,1.0,1.0,1.0,1,1,1,2900,504,228,13,35,2,42,n
23814,8899,18809,7,6,511396.0,15,14.99,69.99,589.86,2,49.99,69.99,119.98,?,1,2,2700,479,323,10,77,2,69,y
23815,89,221,7,5,609809.0,8,40.99,89.99,362.93,1,40.99,40.99,40.99,5,1,2,1000,373,12,0,27,1,55,y
23816,890,1830,9,5,205233.0,8,14.99,22.99,153.92,1,19.99,19.99,19.99,?,?,?,1000,80,167,1,46,2,63,n
23817,8900,18811,7,6,381305.0,10,99.99,129.99,1179.9,4,99.99,129.99,489.96,5,1,2,5500,501,330,18,47,1,4,y
23818,8901,18813,7,6,5329656.0,76,12.99,120.0,2047.38,4,12.99,99.99,152.96,?,1,2,600,490,81,1,48,2,9,y
23819,8902,18814,7,6,1286299.0,41,14.99,69.9,424.48,1,69.9,69.9,69.9,1,1,?,4000,531,169,22,42,2,9,n
23820,8903,18817,7,6,250441.0,3,229.99,229.99,689.97,2,229.99,229.99,459.98,3,1,2,1600,516,105,19,34,2,17,n
23821,8904,18820,7,6,1116991.0,18,199.99,199.99,2599.87,3,199.99,199.99,599.97,5,1,2,3000,530,222,2,61,2,34,y
