,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,bStep_count,countLog,modes,diffCounts,durCount,order
39597,39598,10,7,392605.0,2,499.99,499.99,999.98,1,499.99,499.99,499.99,2,1,2,4000,522,53,2,40,2,27,0,5,2,1,196302.5,0
39614,39615,10,7,219335.0,6,19.9,19.95,119.65,1,19.95,19.95,19.95,1,1,2,1100,435,20,8,49,2,5,0,3,1,5,36555.833333333336,0
39616,39617,10,7,2555382.0,4,29.99,299.99,389.96,1,29.99,29.99,29.99,2,1,2,4000,535,229,3,46,2,11,0,4,2,3,638845.5,0
39622,39623,10,7,1144924.0,6,333.0,333.0,1998.0,3,333.0,333.0,999.0,1,0,0,2500,416,232,8,41,2,384,1,15,1,3,190820.66666666666,0
39634,39635,10,7,444158.0,11,9.99,19.99,189.89,2,9.99,19.99,29.98,1,1,2,5000,588,216,2,52,2,14,0,8,1,9,40378.0,0
39646,39647,10,7,311673.0,2,349.99,349.99,699.98,1,349.99,349.99,349.99,5,1,2,2700,547,95,56,34,2,71,3,6,1,1,155836.5,0
39657,39658,10,7,409348.0,1,69.99,69.99,69.99,1,69.99,69.99,69.99,2,1,2,1600,577,420,3,68,1,171,0,7,2,0,409348.0,0
39683,39684,10,7,777187.0,4,3.99,59.99,97.96,4,3.99,59.99,97.96,4,1,2,900,557,317,10,46,2,71,3,12,2,0,194296.75,1
39691,39692,10,7,365094.0,4,119.99,899.99,2039.96,2,119.99,899.99,1019.98,5,1,2,2500,538,283,32,53,2,26,6,9,4,2,91273.5,1
39702,39703,10,7,776296.0,7,12.99,17.99,95.93,1,12.99,12.99,12.99,5,1,2,4000,545,405,17,63,2,5,3,9,2,6,110899.42857142857,1
39706,39707,10,7,906613.0,2,9.99,9.99,19.98,1,9.99,9.99,9.99,5,1,2,13100,538,277,44,63,1,7,5,8,3,1,453306.5,1
39715,39716,11,7,661.35,4,99.99,139.99,379.97,1,139.99,139.99,139.99,1,1,2,3000,508,222,12,41,2,12,0,2,1,3,165.3375,0
39720,39721,11,7,1785.36,2,89.99,89.99,179.98,1,89.99,89.99,89.99,5,1,2,2800,460,137,10,32,2,14,20,24,4,1,892.68,1
39732,39733,11,7,618974.0,6,29.99,29.99,179.94,2,29.99,29.99,59.98,5,1,2,4600,508,122,31,45,2,30,4,7,3,4,103162.33333333333,1
39734,39735,11,7,615432.0,13,5.99,19.99,159.38,3,5.99,17.5,29.48,1,1,5,11000,515,211,360,54,1,5,0,8,1,10,47340.92307692308,0
39741,39742,11,7,1806446.0,23,3.99,39.99,304.39,4,3.99,39.99,105.21,1,1,-1,2500,484,73,28,62,1,6,1,9,1,19,78541.13043478261,0
39742,39743,11,7,2184383.0,24,9.99,89.99,542.69,7,9.99,89.99,162.24,5,1,2,4000,559,448,10,64,2,21,20,29,4,17,91015.95833333333,1
39752,39753,11,7,1076795.0,12,29.99,39.99,379.88,3,29.99,29.99,89.97,1,1,2,1200,486,70,3,45,1,30,0,12,2,9,89732.91666666667,0
39763,39764,11,7,181588.0,6,12.99,39.99,185.94,2,12.99,39.99,52.98,2,1,2,600,546,21,2,28,2,195,0,5,2,4,30264.666666666668,0
39772,39773,11,7,552.37,18,9.99,19.99,309.83,6,9.99,19.99,109.94,2,1,2,600,477,221,9,56,2,20,0,13,2,12,30.68722222222222,0
39795,39796,11,7,509606.0,2,19.99,19.99,39.98,1,19.99,19.99,19.99,5,1,2,600,473,312,2,51,1,4,4,8,2,1,254803.0,1
39812,39813,11,7,363512.0,3,299.99,299.99,599.98,1,299.99,299.99,299.99,3,1,2,1500,573,361,11,55,1,28,1,3,2,2,121170.66666666667,0
39822,39823,11,7,199504.0,3,49.99,49.99,149.97,1,49.99,49.99,49.99,2,1,2,600,553,36,1,32,2,86,0,5,2,2,66501.33333333333,0
39826,39827,11,7,540825.0,8,649.99,899.99,3949.95,1,799.99,799.99,799.99,1,1,2,600,577,143,4,60,1,15,0,2,1,7,67603.125,0
39840,39841,11,7,186937.0,3,39.99,39.99,79.98,1,39.99,39.99,39.99,2,1,2,600,515,159,7,65,2,87,0,2,2,2,62312.333333333336,0
39842,39843,11,7,2259319.0,23,11.99,29.99,308.85,3,14.99,29.99,67.97,1,1,2,600,70,23,1,33,1,297,0,8,1,20,98231.26086956522,0
39844,39845,11,7,479.68,8,12.99,24.9,120.75,3,12.99,24.9,52.88,5,1,2,4000,543,210,25,47,2,38,5,10,3,5,59.96,1
39845,39846,11,7,6962855.0,50,39.99,599.0,4595.33,4,39.99,599.0,738.97,5,1,2,4000,545,193,16,42,2,16,11,19,4,46,139257.1,1
39846,39847,11,7,1487.04,15,19.99,599.99,3479.9,6,19.99,599.99,699.95,5,1,2,600,467,67,0,49,1,522,4,18,1,9,99.136,1
39857,39858,11,7,300436.0,7,39.99,39.99,239.94,2,39.99,39.99,79.98,5,1,2,15000,520,115,52,59,2,6,4,6,4,5,42919.42857142857,1
39863,39864,11,7,40104.0,2,229.99,229.99,459.98,1,229.99,229.99,229.99,2,1,2,300,387,130,10,31,1,262,0,2,2,1,20052.0,0
39875,39876,11,7,186039.0,3,79.95,79.95,159.9,1,79.95,79.95,79.95,2,1,2,4000,548,223,8,38,2,69,1,6,2,2,62013.0,0
39882,39883,11,7,432224.0,3,17.99,17.99,53.97,1,17.99,17.99,17.99,5,1,2,15000,534,364,10,71,1,15,3,4,3,2,144074.66666666666,1
39923,39924,11,7,14156.0,2,299.99,299.99,599.98,1,299.99,299.99,299.99,1,1,2,7500,513,317,15,52,2,25,0,2,1,1,7078.0,0
39933,39934,11,7,1465638.0,29,89.99,89.99,269.97,1,89.99,89.99,89.99,1,1,2,1800,526,135,6,41,2,37,0,2,1,28,50539.24137931035,0
39948,39949,11,7,161827.0,3,9.99,44.99,99.97,1,44.99,44.99,44.99,4,1,2,600,70,13,4,24,2,159,3,6,4,2,53942.333333333336,0
39960,39961,11,7,1917302.0,22,3.99,79.99,394.78,1,12.99,12.99,12.99,1,1,-1,600,569,57,8,48,2,29,0,3,1,21,87150.09090909091,0
39966,39967,11,7,257154.0,3,11.99,19.99,43.97,3,11.99,19.99,43.97,5,1,2,10000,550,184,54,36,2,10,3,10,1,0,85718.0,1
39968,39969,11,7,5975679.0,27,5.99,29.99,263.81,1,7.99,7.99,7.99,1,1,-1,600,70,62,0,53,1,516,1,8,1,26,221321.44444444444,0
39975,39976,11,7,271.63,1,69.99,69.99,69.99,1,69.99,69.99,69.99,5,1,2,3000,511,79,17,29,2,10,3,5,2,0,271.63,1
39977,39978,11,7,80654.0,3,24.99,24.99,49.98,1,24.99,24.99,24.99,2,1,2,2600,519,174,22,58,2,7,0,2,2,2,26884.666666666668,0
39995,39996,11,7,220676.0,4,79.99,79.99,159.98,1,79.99,79.99,79.99,1,1,2,4000,529,219,3,55,2,44,0,2,1,3,55169.0,0
40002,40003,11,7,1108837.0,8,999.99,1199.99,4399.96,2,999.99,1199.99,2199.98,5,1,2,3500,474,199,164,55,2,11,4,7,4,6,138604.625,1
40015,40016,11,7,70197.0,4,12.99,12.99,51.96,1,12.99,12.99,12.99,3,1,2,10000,517,93,93,47,2,4,1,2,3,3,17549.25,0
40037,40038,11,7,1497239.0,6,14.99,17.99,101.94,2,14.99,17.99,32.98,4,1,2,1000,521,223,10,71,2,24,6,9,4,4,249539.83333333334,0
40062,40063,11,7,691119.0,4,79.99,129.99,419.96,1,129.99,129.99,129.99,2,1,2,3000,530,101,18,62,2,27,0,2,2,3,172779.75,0
40066,40067,11,7,1511721.0,21,44.0,159.99,1891.3,1,99.99,99.99,99.99,5,1,2,2500,501,168,15,59,2,56,3,6,1,20,71986.71428571429,1
40076,40077,11,7,1482332.0,7,12.99,29.99,124.93,1,12.99,12.99,12.99,1,1,2,4000,535,191,18,54,2,7,8,12,3,6,211761.7142857143,0
40078,40079,11,7,3706924.0,35,0.0,5.0,78.9,6,1.0,3.99,16.97,4,1,2,300,592,4,2,33,1,89,1,15,1,29,105912.11428571428,0
40079,40080,11,7,1285.95,3,49.99,49.99,99.98,1,49.99,49.99,49.99,2,1,2,3000,543,210,13,57,2,17,2,7,2,2,428.65000000000003,0
40085,40086,11,7,2978853.0,2,499.99,499.99,999.98,1,499.99,499.99,499.99,1,1,2,300,487,1,1,30,1,21,0,3,1,1,1489426.5,0
40090,40091,11,7,187523.0,3,949.99,949.99,2849.97,2,949.99,949.99,1899.98,5,1,2,2400,470,104,10,31,1,12,4,7,3,1,62507.666666666664,1
40095,40096,11,7,8009542.0,16,12.99,49.99,338.8,3,12.99,29.99,62.97,1,1,2,3000,436,35,13,39,1,37,0,6,1,13,500596.375,0
40106,40107,11,7,7874635.0,21,399.99,599.99,11369.79,1,549.99,549.99,549.99,5,1,2,600,70,47,0,44,2,19,3,10,1,20,374982.61904761905,1
40128,40129,11,7,686525.0,2,29.99,29.99,59.98,2,29.99,29.99,59.98,1,1,2,5000,550,26,36,49,1,4,4,16,1,0,343262.5,0
40140,40141,11,7,2894052.0,57,7.99,349.99,2234.63,4,19.0,39.99,128.97,1,1,2,4000,574,96,22,61,1,15,0,9,1,53,50772.84210526316,0
40149,40150,11,7,10817682.0,115,9.99,99.95,2920.86,10,9.99,64.99,360.86,5,1,2,2900,515,130,14,37,2,48,11,35,1,105,94066.8,1
40154,40155,11,7,1197265.0,6,9.99,89.99,199.96,2,9.99,89.99,99.98,5,1,2,3600,523,336,11,55,1,4,4,9,2,4,199544.16666666666,1
40168,40169,11,7,894885.0,3,5.99,5.99,11.98,1,5.99,5.99,5.99,1,1,1,13500,534,286,34,77,2,4,0,2,1,2,298295.0,0
40173,40174,11,7,261004.0,4,22.99,99.99,171.96,1,22.99,22.99,22.99,1,1,-1,300,544,1,0,53,2,51,0,3,1,3,65251.0,0
40175,40176,11,7,948487.0,9,24.99,59.95,379.75,1,59.95,59.95,59.95,2,1,2,1000,546,34,8,33,2,21,0,3,1,8,105387.44444444444,0
40176,40177,11,7,505898.0,12,69.99,69.99,839.88,1,69.99,69.99,69.99,5,1,2,4000,542,180,7,47,2,43,4,5,4,11,42158.166666666664,1
40177,40178,11,7,4210209.0,6,3.99,499.99,2007.94,2,3.99,499.99,503.98,5,1,2,3000,484,85,43,37,2,40,4,7,4,4,701701.5,0
40188,40189,11,7,726074.0,7,24.99,299.99,709.94,3,24.99,299.99,354.97,1,1,2,2500,499,105,3,50,1,203,0,7,1,4,103724.85714285714,0
40212,40213,11,7,814924.0,7,19.99,279.99,969.93,3,19.99,279.99,469.97,4,1,2,1500,577,6,1,33,1,185,3,9,1,4,116417.71428571429,0
40217,40218,11,7,2055.23,5,17.99,49.99,182.95,2,39.99,49.99,89.98,5,1,2,600,502,237,7,43,2,24,3,10,2,3,411.046,1
40223,40224,11,7,213309.0,2,799.0,799.0,1598.0,1,799.0,799.0,799.0,3,1,2,2500,529,108,14,37,2,14,1,3,2,1,106654.5,0
40230,40231,11,7,91422.0,1,69.99,69.99,69.99,1,69.99,69.99,69.99,5,1,2,5500,464,58,17,40,2,11,3,4,3,0,91422.0,1
40231,40232,11,7,3611021.0,75,2.99,299.0,2479.4,9,7.99,299.0,630.93,5,1,2,700,427,15,16,20,2,18,4,28,1,66,48146.94666666666,1
40239,40240,11,7,309488.0,6,799.99,799.99,3199.96,2,799.99,799.99,1599.98,3,1,2,3000,486,146,28,52,1,9,1,5,1,4,51581.333333333336,0
40247,40248,11,7,106507.0,1,69.99,69.99,69.99,1,69.99,69.99,69.99,2,1,2,300,425,329,18,52,2,7,0,5,1,0,106507.0,0
40248,40249,11,7,59982.0,7,1.0,1.0,7.0,1,1.0,1.0,1.0,1,1,1,7200,527,311,15,48,2,12,0,2,1,6,8568.857142857143,0
40258,40259,11,7,269.58,2,999.99,999.99,1999.98,1,999.99,999.99,999.99,5,1,2,1200,526,7,22,21,1,14,3,6,1,1,134.79,1
40273,40274,11,7,1372502.0,5,39.95,69.95,264.75,1,54.95,54.95,54.95,5,1,2,2900,548,65,30,44,1,34,5,6,4,4,274500.4,1
40287,40288,11,7,173447.0,1,69.99,69.99,69.99,1,69.99,69.99,69.99,5,1,2,2500,532,199,14,39,2,8,3,6,1,0,173447.0,1
40297,40298,11,7,604446.0,9,27.99,39.99,163.95,1,27.99,27.99,27.99,5,1,2,2500,542,252,21,67,1,13,3,5,2,8,67160.66666666667,1
40310,40311,11,7,158127.0,2,12.99,19.99,32.98,2,12.99,19.99,32.98,1,1,2,4000,568,143,5,57,2,100,0,6,1,0,79063.5,0
40316,40317,11,7,1605.73,22,9.99,49.99,464.78,6,9.99,49.99,132.94,5,1,2,4600,591,361,59,71,2,16,4,17,1,16,72.98772727272727,1
40319,40320,11,7,3326435.0,13,8.99,8.99,98.89,4,8.99,8.99,35.96,1,1,-1,900,542,350,24,68,2,66,6,21,1,9,255879.61538461538,0
40324,40325,11,7,4623368.0,99,7.0,79.99,2535.91,12,9.99,39.95,314.84,2,0,5,2300,484,49,11,30,2,49,1,34,1,87,46700.68686868687,0
40338,40339,11,7,36373.0,2,9.99,9.99,19.98,1,9.99,9.99,9.99,2,1,2,4000,577,215,11,41,2,63,0,2,2,1,18186.5,0
40340,40341,11,7,559858.0,10,6.99,39.99,260.9,2,29.99,39.99,69.98,5,1,2,3600,524,167,17,45,2,13,4,9,1,8,55985.8,1
40343,40344,11,7,49.66,4,9.99,24.99,62.96,4,9.99,24.99,62.96,1,1,-1,4000,551,210,10,42,2,23,0,9,1,0,12.415,0
40357,40358,11,7,394969.0,5,9.99,9.99,39.96,2,9.99,9.99,19.98,5,1,2,2500,531,129,27,34,2,22,3,8,2,3,78993.8,1
40364,40365,11,7,887007.0,19,14.0,69.99,362.92,5,14.0,69.99,134.97,1,1,-1,1900,415,26,12,38,2,4,0,10,1,14,46684.57894736842,0
40370,40371,11,7,171032.0,2,299.99,299.99,599.98,1,299.99,299.99,299.99,5,1,2,8000,482,205,24,47,2,21,3,6,1,1,85516.0,1
40375,40376,11,7,3681985.0,14,1.0,69.99,82.99,1,69.99,69.99,69.99,5,1,2,3500,532,66,45,54,1,16,4,6,3,13,262998.9285714286,0
40382,40383,11,7,457862.0,5,9.8,299.0,916.6,2,299.0,299.0,598.0,1,1,2,5000,507,304,15,64,1,43,0,6,1,3,91572.4,0
40389,40390,11,7,14935271.0,99,3.0,99.99,2114.21,4,10.0,24.99,59.97,5,1,2,2000,521,288,15,44,2,36,6,15,1,95,150861.32323232322,1
40391,40392,11,7,1207892.0,7,14.99,59.99,284.93,3,14.99,59.99,134.97,1,1,2,10500,507,165,17,55,2,42,6,13,3,4,172556.0,0
40395,40396,11,7,1069143.0,8,10.99,14.99,36.97,1,10.99,10.99,10.99,1,1,1,8500,519,146,21,42,2,27,0,2,1,7,133642.875,0
40396,40397,11,7,1955758.0,45,6.99,30.99,753.59,2,14.99,24.99,39.98,5,1,2,2500,520,377,9,60,2,7,6,13,1,43,43461.28888888889,1
40401,40402,11,7,283153.0,3,29.99,29.99,89.97,1,29.99,29.99,29.99,1,1,2,300,453,8,10,52,1,5,0,2,1,2,94384.33333333333,0
40449,40450,11,7,4007971.0,7,14.99,149.99,329.96,1,149.99,149.99,149.99,1,1,-1,1000,570,35,10,47,1,4,0,3,1,6,572567.2857142857,0
40451,40452,11,7,3570585.0,8,39.95,69.99,369.77,1,39.95,39.95,39.95,1,1,2,2900,572,99,18,26,2,24,0,2,1,7,446323.125,0
40453,40454,11,7,4675576.0,10,1699.0,1699.0,16990.0,3,1699.0,1699.0,5097.0,5,1,2,1400,552,336,4,53,2,6,10,17,4,7,467557.6,1
40460,40461,11,7,381525.0,3,29.99,29.99,59.98,1,29.99,29.99,29.99,4,1,2,500,438,62,11,33,2,6,2,3,3,2,127175.0,0
40464,40465,11,7,1210281.0,3,11.99,69.99,93.97,2,11.99,69.99,81.98,5,1,2,4600,503,176,53,68,2,14,7,12,4,1,403427.0,1
40467,40468,11,7,504461.0,2,19.99,19.99,39.98,2,19.99,19.99,39.98,5,1,2,1700,526,68,14,49,1,117,3,11,2,0,252230.5,1
40511,40512,11,7,1613447.0,13,10.0,19.99,129.98,1,19.99,19.99,19.99,4,0,2,1600,448,51,50,28,1,38,10,13,4,12,124111.30769230769,0
40532,40533,11,7,981231.0,12,5.99,129.99,447.88,2,5.99,19.99,25.98,5,1,2,4000,558,127,12,44,2,14,3,8,2,10,81769.25,1
40537,40538,11,7,1097.24,6,299.99,399.99,2179.94,1,399.99,399.99,399.99,4,1,2,3000,598,216,1,41,2,269,4,7,3,5,182.87333333333333,0
40547,40548,11,7,113723.0,6,9.99,59.99,269.94,1,59.99,59.99,59.99,2,1,2,300,412,13,4,20,2,413,0,2,2,5,18953.833333333332,0
40557,40558,11,7,395272.0,1,599.0,599.0,599.0,1,599.0,599.0,599.0,5,1,2,4000,562,223,10,38,1,512,4,8,2,0,395272.0,1
40558,40559,11,7,1890409.0,26,299.99,749.99,11895.86,1,499.0,499.0,499.0,3,1,2,3200,532,154,10,46,2,136,2,7,2,25,72708.03846153847,0
40562,40563,11,7,56814.0,1,219.99,219.99,219.99,1,219.99,219.99,219.99,3,1,2,2900,534,298,51,56,2,21,1,3,1,0,56814.0,0
40565,40566,11,7,557.71,1,69.99,69.99,69.99,1,69.99,69.99,69.99,4,1,2,3000,511,79,17,29,2,10,2,4,4,0,557.71,0
40580,40581,11,7,87402.0,1,69.99,69.99,69.99,1,69.99,69.99,69.99,5,1,2,8500,509,228,15,45,2,14,3,5,2,0,87402.0,1
40596,40597,11,7,880516.0,21,1.0,17.99,129.94,1,14.99,14.99,14.99,1,1,2,10000,495,145,12,43,2,5,0,2,1,20,41929.333333333336,0
40599,40600,11,7,615285.0,8,59.99,69.99,499.92,1,59.99,59.99,59.99,5,1,2,300,495,77,10,37,1,10,3,6,1,7,76910.625,1
40612,40613,11,7,1605.22,5,37.99,54.99,147.97,1,54.99,54.99,54.99,1,1,2,0,262,6,1,24,2,201,0,2,1,4,321.044,0
40638,40639,11,7,2880103.0,7,19.99,19.99,139.93,2,19.99,19.99,39.98,5,1,2,3000,614,49,7,51,1,115,3,8,2,5,411443.28571428574,1
40639,40640,11,7,321573.0,2,99.99,99.99,199.98,1,99.99,99.99,99.99,5,1,2,2200,509,84,17,38,2,29,3,5,2,1,160786.5,1
40642,40643,11,7,1215819.0,12,12.99,14.99,97.93,2,12.99,14.99,27.98,5,1,2,100,70,23,0,31,2,717,5,10,2,10,101318.25,1
40653,40654,11,7,841976.0,13,8.99,379.99,485.88,7,8.99,9.99,67.93,5,1,2,600,557,67,2,46,2,138,3,18,1,6,64767.38461538462,1
40656,40657,11,7,1088.24,3,99.99,99.99,299.97,1,99.99,99.99,99.99,1,1,-1,2900,490,119,10,44,1,198,0,6,1,2,362.74666666666667,0
40681,40682,11,7,513205.0,2,499.99,499.99,999.98,1,499.99,499.99,499.99,1,1,-1,1900,509,200,10,48,1,30,1,6,1,1,256602.5,0
40684,40685,11,7,78868.0,3,19.99,19.99,59.97,1,19.99,19.99,19.99,2,1,2,4000,557,259,19,46,2,14,0,2,2,2,26289.333333333332,0
40686,40687,11,7,406211.0,7,19.99,119.99,539.93,2,19.99,119.99,139.98,1,1,2,4000,537,117,7,38,1,43,0,4,1,5,58030.142857142855,0
40687,40688,11,7,628191.0,1,379.99,379.99,379.99,1,379.99,379.99,379.99,1,1,2,600,70,34,0,54,1,469,0,8,1,0,628191.0,0
40711,40712,11,7,656447.0,7,14.99,32.99,125.94,3,14.99,32.99,62.97,2,1,2,600,80,17,1,57,2,38,0,7,2,4,93778.14285714286,0
40715,40716,11,7,988697.0,9,34.99,99.99,774.91,1,99.99,99.99,99.99,1,1,2,600,70,176,1,45,2,364,0,2,1,8,109855.22222222222,0
40725,40726,11,7,1439087.0,20,5.99,79.99,331.85,1,5.99,5.99,5.99,5,1,2,300,455,202,11,44,2,56,3,5,1,19,71954.35,1
40730,40731,11,7,2374329.0,12,3.99,59.99,359.88,4,3.99,59.99,113.96,1,1,2,600,557,9,5,24,2,90,0,26,2,8,197860.75,0
40735,40736,11,7,351504.0,3,799.99,999.99,2599.97,1,799.99,799.99,799.99,1,1,2,1900,509,61,15,29,2,38,0,2,1,2,117168.0,0
40736,40737,11,7,2136288.0,7,9.99,19.99,129.93,1,19.99,19.99,19.99,1,1,-1,900,557,171,1,57,2,92,0,9,1,6,305184.0,0
40746,40747,11,7,436.68,3,69.99,499.99,1069.97,1,499.99,499.99,499.99,5,1,2,200,445,13,4,22,2,19,5,7,4,2,145.56,1
40758,40759,11,7,1221.75,2,3.99,9.99,13.98,2,3.99,9.99,13.98,5,1,2,6500,480,331,19,55,2,18,5,11,3,0,610.875,1
40766,40767,11,7,2147802.0,33,7.0,64.99,912.79,1,39.99,39.99,39.99,5,1,2,3600,499,204,25,52,2,14,6,14,2,32,65084.90909090909,1
40780,40781,11,7,617788.0,5,19.99,35.99,115.96,2,29.99,35.99,65.98,1,1,2,8500,548,139,10,59,1,168,0,6,1,3,123557.6,0
40781,40782,11,7,2366215.0,7,29.99,59.99,219.95,1,59.99,59.99,59.99,5,1,2,600,437,294,12,59,2,17,4,11,1,6,338030.71428571426,1
40797,40798,11,7,1548471.0,6,9.99,69.99,159.94,1,29.99,29.99,29.99,1,1,2,600,578,55,3,90,1,6,0,2,1,5,258078.5,0
40801,40802,11,7,239112.0,2,139.99,139.99,279.98,1,139.99,139.99,139.99,5,1,2,2800,529,370,11,64,2,26,3,4,3,1,119556.0,1
40802,40803,11,7,4162.52,10,79.99,79.99,159.98,1,79.99,79.99,79.99,5,1,2,5000,503,1,0,58,2,4,10,12,3,9,416.25200000000007,1
40803,40804,11,7,2621924.0,8,24.99,24.99,99.96,1,24.99,24.99,24.99,1,1,2,600,530,160,5,48,2,39,0,2,1,7,327740.5,0
40822,40823,11,7,2217398.0,13,3.99,49.99,413.26,4,3.99,49.99,121.88,5,1,2,1000,520,58,13,58,2,71,11,23,4,9,170569.07692307694,1
40846,40847,11,7,252401.0,2,349.99,349.99,699.98,1,349.99,349.99,349.99,5,1,2,6000,509,223,38,71,1,5,5,6,4,1,126200.5,1
40847,40848,11,7,44892.0,3,69.99,69.99,139.98,1,69.99,69.99,69.99,2,1,2,3000,529,203,7,45,2,15,0,2,2,2,14964.0,0
40850,40851,11,7,2485.13,12,27.99,27.99,83.97,1,27.99,27.99,27.99,2,1,2,600,588,34,2,28,2,4,0,6,2,11,207.09416666666667,0
40853,40854,11,7,862215.0,23,19.99,59.95,684.73,5,19.99,29.99,139.95,1,1,2,4000,70,99,1,28,2,402,0,12,1,18,37487.608695652176,0
40855,40856,11,7,384339.0,2,24.99,24.99,49.98,1,24.99,24.99,24.99,5,1,2,18200,517,160,19,50,2,8,3,6,1,1,192169.5,1
40858,40859,11,7,2988241.0,25,3.99,59.99,851.75,6,3.99,59.99,173.94,5,1,2,400,447,85,4,47,2,85,3,17,1,19,119529.64,1
40878,40879,11,7,524791.0,3,799.99,799.99,2399.97,1,799.99,799.99,799.99,2,1,2,600,577,143,4,60,1,15,0,6,2,2,174930.33333333334,0
40879,40880,11,7,988933.0,4,399.99,399.99,1199.97,1,399.99,399.99,399.99,2,1,2,300,548,5,4,27,2,178,0,9,2,3,247233.25,0
40887,40888,11,7,1362879.0,9,3.99,99.99,303.91,8,3.99,99.99,283.92,1,1,-1,4500,537,220,15,50,2,78,11,33,1,1,151431.0,0
40934,40935,11,7,1003008.0,4,29.99,29.99,89.97,2,29.99,29.99,59.98,1,1,2,2900,553,46,10,38,2,72,0,21,1,2,250752.0,0
40938,40939,11,7,594.43,32,69.99,169.99,3289.68,1,129.99,129.99,129.99,1,1,2,300,578,5,1,40,3,157,0,2,1,31,18.5759375,0
40939,40940,11,7,482433.0,2,199.99,199.99,399.98,1,199.99,199.99,199.99,5,1,2,4000,507,125,17,32,2,14,6,8,4,1,241216.5,1
40946,40947,11,7,1114.22,4,3.99,3.99,15.96,1,3.99,3.99,3.99,5,1,2,8500,526,334,1,48,2,76,6,8,4,3,278.555,1
40948,40949,11,7,95391.0,1,69.99,69.99,69.99,1,69.99,69.99,69.99,2,1,2,300,425,329,18,52,2,7,0,5,1,0,95391.0,0
40952,40953,11,7,4368591.0,69,19.99,22.99,305.85,3,19.99,22.99,62.97,5,1,2,2700,422,128,7,35,2,109,3,14,2,66,63312.913043478264,1
40958,40959,11,7,461687.0,3,599.99,819.0,2018.98,1,599.99,599.99,599.99,2,1,2,300,539,1,1,41,2,50,0,3,1,2,153895.66666666666,0
40960,40961,11,7,747661.0,5,99.79,99.79,498.95,3,99.79,99.79,299.37,2,1,2,600,554,21,5,52,1,176,3,11,1,2,149532.2,0
40987,40988,11,7,1390653.0,16,19.99,149.99,349.94,1,59.99,59.99,59.99,5,1,2,800,497,167,19,48,2,17,3,4,3,15,86915.8125,1
40988,40989,11,7,1213349.0,29,24.99,1199.0,15908.84,1,699.0,699.0,699.0,5,1,2,4000,510,360,11,75,1,7,8,10,3,28,41839.620689655174,1
40995,40996,11,7,2245653.0,7,19.99,99.99,279.94,3,19.99,99.99,139.97,5,1,2,8500,531,301,12,57,2,52,12,21,1,4,320807.5714285714,1
41005,41006,11,7,190128.0,3,59.95,59.95,179.85,1,59.95,59.95,59.95,2,1,2,1400,503,223,3,47,2,38,0,2,2,2,63376.0,0
41023,41024,11,7,1261265.0,8,49.99,49.99,99.98,1,49.99,49.99,49.99,5,1,2,1100,573,180,19,41,2,21,4,5,4,7,157658.125,1
41025,41026,11,7,8313036.0,134,3.99,59.95,1893.11,19,3.99,24.99,291.83,5,1,2,1500,588,268,4,57,2,65,4,55,1,115,62037.58208955224,1
41030,41031,11,7,1363026.0,9,18.8,499.99,2758.72,2,69.99,499.99,569.98,5,1,2,4000,519,406,6,54,2,300,3,7,2,7,151447.33333333334,1
41045,41046,11,7,292078.0,3,9.99,19.99,49.97,1,19.99,19.99,19.99,4,1,2,7500,531,224,49,44,2,22,3,5,3,2,97359.33333333333,0
41049,41050,11,7,1028013.0,10,19.99,69.99,364.9,2,19.99,34.99,54.98,5,1,2,3000,495,110,12,54,2,116,4,6,3,8,102801.3,1
41069,41070,12,7,228998.0,4,59.99,799.0,918.98,1,59.99,59.99,59.99,1,1,-1,300,379,1,0,28,1,40,1,4,1,3,57249.5,0
41073,41074,12,7,121485.0,1,17.99,17.99,17.99,1,17.99,17.99,17.99,1,1,-1,600,577,14,13,55,2,6,0,6,1,0,121485.0,0
41084,41085,12,7,91868.0,2,39.99,39.99,79.98,1,39.99,39.99,39.99,2,1,2,2500,570,136,8,32,2,384,0,2,2,1,45934.0,1
41109,41110,12,7,1392518.0,10,7.0,89.99,180.73,1,14.99,14.99,14.99,1,1,2,4000,582,154,5,58,1,5,0,3,1,9,139251.8,0
41116,41117,12,7,162337.0,3,9.99,9.99,29.97,1,9.99,9.99,9.99,2,1,2,500,527,7,4,47,2,14,0,2,2,2,54112.333333333336,0
41117,41118,12,7,2580539.0,19,24.99,129.99,1357.85,4,24.99,99.99,249.96,5,1,2,3000,535,55,2,29,2,186,4,17,1,15,135817.84210526315,1
41131,41132,12,7,317146.0,2,24.99,29.99,54.98,2,24.99,29.99,54.98,5,1,2,5000,539,4,3,46,1,6,9,12,4,0,158573.0,1
41132,41133,12,7,240655.0,2,9.99,9.99,19.98,1,9.99,9.99,9.99,5,1,2,4000,543,203,15,53,2,40,3,7,2,1,120327.5,1
41136,41137,12,7,244.8,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,1,2,2500,616,352,18,50,2,12,3,6,1,0,244.8,1
